Age,Gender,Education Level,Job Title,Years of Experience,Salary
38,Female,PhD,Software Engineer,10,100462
29,Male,Master's,Director,24,191487
46,Female,Master's,Data Analyst,2,33880
34,Female,Bachelor's,Senior Manager,21,167321
35,Female,Master's,Senior Manager,12,125258
29,Female,Bachelor's,Senior Manager,0,22981
35,Male,Bachelor's,Sales Associate,7,76670
53,Female,Bachelor's,Data Analyst,10,99240
58,Female,PhD,Director,8,88820
39,Male,Master's,Data Analyst,9,88585
50,Male,Master's,Director,23,184035
57,Female,Master's,Director,9,100255
32,Female,Master's,Software Engineer,10,104066
27,Female,PhD,Sales Associate,19,168025
31,Female,Master's,Software Engineer,20,168730
56,Female,Bachelor's,Director,2,42611
34,Female,Master's,Senior Manager,18,149029
42,Female,Bachelor's,Data Analyst,12,121809
59,Female,PhD,Senior Manager,3,52353
40,Female,PhD,Data Analyst,7,77797
36,Female,Bachelor's,Sales Associate,1,47204
57,Female,PhD,Director,9,100741
26,Male,Master's,Sales Associate,6,72744
49,Male,Bachelor's,Software Engineer,10,99904
38,Male,Master's,Senior Manager,15,137898
52,Male,Master's,Sales Associate,18,153657
40,Male,Master's,Senior Manager,15,144118
54,Male,PhD,Sales Associate,17,150804
38,Female,Master's,Data Analyst,22,188179
28,Female,PhD,Senior Manager,22,176538
37,Female,Bachelor's,Software Engineer,22,178920
27,Female,Master's,Sales Associate,4,54014
24,Female,Bachelor's,Software Engineer,6,75460
31,Female,PhD,Director,13,117105
38,Male,Master's,Software Engineer,9,100481
27,Male,Bachelor's,Software Engineer,3,45322
48,Male,Bachelor's,Director,7,68469
46,Male,PhD,Software Engineer,24,193632
53,Male,Bachelor's,Director,9,93578
31,Male,Master's,Senior Manager,10,102003
36,Female,Master's,Software Engineer,0,29553
47,Male,Bachelor's,Sales Associate,18,145174
37,Male,PhD,Data Analyst,10,112777
37,Male,Bachelor's,Director,3,44093
35,Female,Bachelor's,Data Analyst,24,196457
41,Female,PhD,Sales Associate,19,157996
38,Female,PhD,Senior Manager,18,149231
43,Female,Bachelor's,Sales Associate,24,185075
60,Male,Bachelor's,Software Engineer,10,104073
40,Female,PhD,Software Engineer,18,159323
51,Female,Master's,Sales Associate,5,75472
47,Female,Master's,Sales Associate,17,156864
43,Female,PhD,Data Analyst,0,23502
50,Female,Master's,Sales Associate,3,51498
46,Male,PhD,Sales Associate,11,104460
25,Male,Bachelor's,Senior Manager,0,29748
50,Female,PhD,Director,12,115138
56,Female,Bachelor's,Director,13,119611
53,Male,PhD,Director,16,149454
36,Male,Bachelor's,Sales Associate,3,45354
56,Male,Master's,Sales Associate,5,66617
26,Female,Bachelor's,Software Engineer,15,130961
36,Male,PhD,Software Engineer,16,155297
22,Male,Bachelor's,Senior Manager,1,36260
36,Male,Master's,Software Engineer,14,124896
24,Female,Bachelor's,Director,20,166653
51,Female,Bachelor's,Director,2,43563
32,Female,PhD,Sales Associate,10,105815
43,Female,PhD,Sales Associate,8,88217
44,Female,PhD,Sales Associate,23,177294
34,Male,Master's,Data Analyst,5,71668
31,Female,PhD,Senior Manager,8,89067
43,Female,PhD,Data Analyst,22,177609
31,Female,Bachelor's,Data Analyst,8,88963
28,Female,Master's,Software Engineer,13,130735
50,Female,Bachelor's,Software Engineer,1,40473
34,Male,PhD,Senior Manager,25,192066
39,Male,PhD,Data Analyst,21,168055
57,Male,PhD,Senior Manager,16,139208
27,Female,Bachelor's,Director,2,44965
24,Female,Master's,Software Engineer,2,49023
38,Male,Bachelor's,Sales Associate,14,125861
45,Male,Bachelor's,Software Engineer,7,85307
40,Male,PhD,Data Analyst,16,138158
22,Male,PhD,Data Analyst,15,129024
37,Male,Bachelor's,Director,21,175840
40,Male,Master's,Director,7,80642
58,Female,Bachelor's,Software Engineer,14,131844
25,Male,PhD,Director,19,167747
48,Male,Master's,Sales Associate,12,111430
37,Male,Bachelor's,Sales Associate,21,161010
55,Female,PhD,Sales Associate,3,55266
47,Female,PhD,Sales Associate,18,165619
37,Male,PhD,Data Analyst,24,192536
46,Female,PhD,Senior Manager,8,86734
39,Male,Bachelor's,Sales Associate,9,98053
49,Female,Bachelor's,Senior Manager,2,46803
52,Female,Bachelor's,Director,16,145602
48,Male,Master's,Data Analyst,14,125405
36,Male,Master's,Sales Associate,1,32742
23,Male,Master's,Software Engineer,19,148327
27,Male,PhD,Data Analyst,21,172557
40,Female,Master's,Data Analyst,23,186483
44,Male,Master's,Data Analyst,14,132130
26,Female,PhD,Director,11,106098
40,Female,Master's,Senior Manager,22,177920
33,Male,Master's,Data Analyst,10,101876
25,Male,PhD,Data Analyst,16,140672
35,Female,Master's,Software Engineer,15,143779
46,Female,PhD,Software Engineer,9,97670
51,Female,Bachelor's,Software Engineer,2,42336
51,Male,Bachelor's,Software Engineer,1,37680
41,Female,PhD,Software Engineer,11,110555
26,Male,PhD,Sales Associate,12,113104
45,Female,Bachelor's,Sales Associate,21,161745
24,Male,PhD,Data Analyst,10,101189
38,Male,PhD,Sales Associate,7,81921
47,Female,Master's,Data Analyst,12,110693
27,Female,Bachelor's,Senior Manager,6,67567
46,Male,Master's,Director,2,44478
48,Male,PhD,Sales Associate,3,41341
56,Female,Bachelor's,Director,8,91017
30,Female,PhD,Software Engineer,0,40716
53,Male,PhD,Senior Manager,6,73175
35,Female,PhD,Sales Associate,20,171710
37,Female,Master's,Senior Manager,6,69554
59,Male,Master's,Software Engineer,3,47667
41,Female,Master's,Sales Associate,24,182545
55,Female,Bachelor's,Software Engineer,16,142646
49,Female,PhD,Sales Associate,2,44790
38,Male,Master's,Software Engineer,2,36893
24,Male,Master's,Software Engineer,15,139085
41,Female,PhD,Sales Associate,14,118860
36,Female,Bachelor's,Senior Manager,2,40384
42,Female,Master's,Sales Associate,6,66702
50,Male,Master's,Sales Associate,23,186383
42,Female,Master's,Sales Associate,14,134527
48,Female,Master's,Senior Manager,11,104750
49,Female,Master's,Senior Manager,6,68965
52,Female,PhD,Data Analyst,3,53429
47,Male,Master's,Director,10,102680
55,Male,PhD,Senior Manager,23,184189
33,Female,Bachelor's,Data Analyst,1,31056
54,Male,PhD,Data Analyst,25,188038
46,Female,Bachelor's,Director,5,69082
45,Female,PhD,Data Analyst,10,94981
29,Male,Bachelor's,Director,1,30528
54,Female,Master's,Software Engineer,15,142196
45,Female,Master's,Software Engineer,12,114062
29,Male,Bachelor's,Sales Associate,17,139413
24,Female,Bachelor's,Data Analyst,14,120236
40,Female,Master's,Sales Associate,10,108214
33,Female,PhD,Sales Associate,18,154111
33,Male,Master's,Software Engineer,1,31692
25,Female,Master's,Sales Associate,14,124038
30,Male,PhD,Director,3,42574
59,Female,PhD,Software Engineer,11,100956
43,Male,PhD,Software Engineer,20,167826
42,Male,Master's,Senior Manager,4,49424
41,Female,PhD,Director,23,197785
51,Male,PhD,Data Analyst,22,172400
48,Female,PhD,Software Engineer,10,99097
29,Male,Bachelor's,Software Engineer,0,31194
41,Male,Master's,Director,20,166209
49,Male,PhD,Sales Associate,22,185344
39,Female,Master's,Sales Associate,4,63950
43,Female,Bachelor's,Director,23,189617
25,Female,PhD,Data Analyst,23,191651
22,Male,Bachelor's,Data Analyst,12,113252
51,Male,PhD,Software Engineer,20,157278
51,Male,Bachelor's,Software Engineer,11,117608
41,Male,Bachelor's,Data Analyst,14,134949
53,Male,Bachelor's,Data Analyst,8,90986
52,Male,Master's,Data Analyst,4,66123
36,Male,PhD,Director,19,158680
41,Female,Bachelor's,Sales Associate,0,25030
40,Male,PhD,Senior Manager,14,138256
23,Male,Bachelor's,Senior Manager,22,177911
22,Male,Master's,Software Engineer,6,69275
54,Male,Master's,Senior Manager,8,98338
59,Male,Bachelor's,Sales Associate,15,140779
51,Female,Bachelor's,Data Analyst,6,72319
25,Female,Bachelor's,Sales Associate,21,166795
45,Male,Bachelor's,Sales Associate,9,91854
46,Female,Bachelor's,Software Engineer,15,130199
32,Male,Master's,Senior Manager,6,68854
41,Female,Master's,Director,1,37323
22,Female,Bachelor's,Senior Manager,4,76734
40,Male,Master's,Data Analyst,1,41976
32,Female,Master's,Data Analyst,12,120470
30,Female,PhD,Sales Associate,15,133813
59,Male,Bachelor's,Sales Associate,1,37754
48,Male,PhD,Sales Associate,2,48135
56,Male,Master's,Sales Associate,12,123265
28,Female,Master's,Data Analyst,20,171859
31,Male,Bachelor's,Data Analyst,16,144143
57,Female,PhD,Sales Associate,3,45114
33,Female,Bachelor's,Director,22,171362
55,Male,PhD,Data Analyst,23,190098
50,Female,PhD,Software Engineer,8,92968
23,Male,Bachelor's,Data Analyst,15,135544
28,Male,Master's,Data Analyst,12,129570
43,Male,Master's,Software Engineer,24,183349
57,Male,Bachelor's,Senior Manager,13,120953
44,Male,Bachelor's,Data Analyst,24,188840
49,Male,Bachelor's,Sales Associate,5,62905
48,Male,PhD,Sales Associate,9,90411
26,Male,Bachelor's,Director,20,161228
54,Male,PhD,Senior Manager,20,161057
50,Male,PhD,Director,18,159682
34,Male,PhD,Data Analyst,21,180141
40,Female,PhD,Sales Associate,18,149171
40,Female,Bachelor's,Senior Manager,16,139400
52,Male,PhD,Senior Manager,11,114613
58,Female,PhD,Data Analyst,12,115314
55,Female,Bachelor's,Sales Associate,10,104291
40,Male,PhD,Senior Manager,16,140369
35,Female,Bachelor's,Senior Manager,10,106765
31,Female,Master's,Sales Associate,4,62045
48,Female,Master's,Director,3,45926
38,Female,Master's,Software Engineer,23,186801
27,Male,PhD,Sales Associate,1,30236
24,Male,Bachelor's,Director,3,38542
44,Male,PhD,Sales Associate,11,105908
55,Male,Master's,Software Engineer,7,87024
35,Male,PhD,Software Engineer,10,108693
30,Female,Bachelor's,Director,3,40729
41,Female,Bachelor's,Software Engineer,3,49899
51,Male,Master's,Data Analyst,20,166360
23,Male,Bachelor's,Software Engineer,19,161167
55,Female,PhD,Data Analyst,3,45426
60,Male,PhD,Sales Associate,17,150852
39,Female,Master's,Sales Associate,15,145246
54,Male,Bachelor's,Data Analyst,18,159664
38,Female,Bachelor's,Sales Associate,12,112619
26,Female,Master's,Software Engineer,7,72510
41,Female,PhD,Data Analyst,17,149285
29,Female,Master's,Software Engineer,9,90108
29,Female,PhD,Senior Manager,5,73642
52,Male,Bachelor's,Director,10,111196
26,Female,Master's,Senior Manager,19,164204
33,Male,PhD,Senior Manager,12,110183
36,Female,Bachelor's,Data Analyst,7,79893
57,Male,PhD,Director,21,172148
45,Male,PhD,Sales Associate,22,187917
24,Male,PhD,Director,11,109026
33,Female,PhD,Senior Manager,9,92544
24,Male,PhD,Data Analyst,15,137605
50,Female,PhD,Sales Associate,1,49786
29,Female,Bachelor's,Data Analyst,17,143221
30,Male,Master's,Director,20,171249
27,Female,Master's,Senior Manager,10,100451
48,Female,Master's,Software Engineer,4,64089
42,Male,Bachelor's,Director,1,38141
32,Female,Master's,Data Analyst,16,138365
52,Female,Bachelor's,Senior Manager,7,85059
44,Male,Master's,Software Engineer,12,116025
29,Female,Bachelor's,Senior Manager,10,107074
23,Female,PhD,Director,4,63741
25,Male,Bachelor's,Sales Associate,13,130663
35,Female,Bachelor's,Sales Associate,11,104600
25,Male,Bachelor's,Data Analyst,16,143510
31,Female,Bachelor's,Data Analyst,6,77469
25,Male,Master's,Data Analyst,5,63844
25,Female,PhD,Sales Associate,20,175764
34,Male,PhD,Senior Manager,18,146787
42,Female,Bachelor's,Senior Manager,19,166550
35,Female,PhD,Director,3,49949
26,Female,Master's,Senior Manager,6,82352
24,Male,Master's,Sales Associate,14,135328
29,Male,PhD,Data Analyst,21,178810
49,Male,Master's,Software Engineer,22,188830
47,Male,Bachelor's,Senior Manager,21,171978
56,Female,PhD,Sales Associate,1,39003
57,Female,Master's,Sales Associate,21,163711
51,Female,PhD,Data Analyst,22,181809
23,Female,Bachelor's,Software Engineer,1,39469
26,Female,Master's,Senior Manager,10,96002
50,Male,Bachelor's,Software Engineer,13,128116
53,Male,PhD,Data Analyst,6,79466
45,Female,Master's,Software Engineer,13,126872
36,Male,Bachelor's,Software Engineer,22,186142
29,Female,Master's,Director,22,180421
48,Male,PhD,Sales Associate,23,187585
38,Male,Master's,Senior Manager,12,107956
36,Male,PhD,Data Analyst,10,100058
40,Female,Bachelor's,Senior Manager,17,147116
54,Female,Bachelor's,Senior Manager,10,102745
46,Female,Master's,Director,1,31510
43,Male,PhD,Sales Associate,18,168582
34,Female,PhD,Director,7,88574
34,Male,Master's,Sales Associate,1,48418
60,Female,PhD,Software Engineer,1,29239
40,Male,PhD,Director,23,185659
31,Female,Bachelor's,Director,6,74132
49,Male,Master's,Data Analyst,11,101298
51,Male,PhD,Director,24,190899
36,Male,PhD,Senior Manager,12,111864
52,Male,Master's,Senior Manager,2,40715
55,Male,PhD,Data Analyst,14,124428
54,Male,PhD,Sales Associate,2,44824
25,Male,PhD,Data Analyst,2,50350
52,Female,Master's,Sales Associate,21,169977
37,Female,Bachelor's,Director,7,81189
26,Female,Master's,Software Engineer,17,147342
56,Female,Bachelor's,Sales Associate,13,120487
41,Female,Master's,Data Analyst,6,66431
55,Male,PhD,Software Engineer,13,125348
45,Male,Master's,Director,2,41448
34,Female,PhD,Sales Associate,9,91913
44,Female,Master's,Director,13,125511
58,Male,Bachelor's,Senior Manager,6,71104
46,Male,PhD,Senior Manager,17,141588
53,Female,PhD,Senior Manager,1,39413
55,Female,Bachelor's,Data Analyst,12,117748
37,Male,PhD,Senior Manager,18,144554
28,Female,Master's,Director,11,112721
59,Female,Bachelor's,Data Analyst,22,171791
56,Male,Bachelor's,Data Analyst,16,141297
45,Female,Bachelor's,Director,24,187882
58,Female,Bachelor's,Director,7,82804
45,Female,PhD,Software Engineer,23,184562
46,Female,PhD,Data Analyst,15,138667
46,Female,Bachelor's,Director,19,165413
53,Female,PhD,Sales Associate,23,179463
34,Female,PhD,Data Analyst,14,126218
34,Male,PhD,Data Analyst,22,172729
23,Female,PhD,Senior Manager,14,128187
53,Female,PhD,Software Engineer,15,134690
32,Female,Master's,Data Analyst,11,110948
30,Female,PhD,Senior Manager,4,50326
40,Female,PhD,Director,14,128838
55,Male,PhD,Senior Manager,24,183534
45,Female,Bachelor's,Sales Associate,20,167753
54,Female,Bachelor's,Data Analyst,19,155944
22,Male,PhD,Director,16,141050
29,Male,PhD,Sales Associate,9,94028
49,Female,Master's,Sales Associate,4,55434
33,Male,Bachelor's,Senior Manager,6,65870
58,Female,Master's,Director,0,40986
51,Female,Bachelor's,Sales Associate,17,147725
49,Male,PhD,Software Engineer,20,173521
23,Male,Master's,Sales Associate,7,75889
48,Female,PhD,Data Analyst,2,44946
42,Female,PhD,Data Analyst,8,87567
29,Female,Master's,Sales Associate,7,90298
44,Female,Master's,Data Analyst,11,112630
26,Female,PhD,Director,7,76479
40,Male,PhD,Director,8,94587
29,Male,Master's,Senior Manager,23,179384
22,Female,PhD,Software Engineer,8,84506
36,Male,Bachelor's,Sales Associate,20,170669
36,Male,Master's,Data Analyst,16,139083
42,Female,Bachelor's,Senior Manager,8,93423
59,Male,Master's,Senior Manager,20,168383
25,Female,PhD,Sales Associate,15,137327
31,Female,Master's,Senior Manager,0,20000
39,Female,Master's,Senior Manager,2,37356
35,Male,PhD,Software Engineer,19,150912
43,Male,PhD,Director,11,118926
53,Male,Master's,Data Analyst,10,104269
38,Female,Master's,Sales Associate,4,54564
34,Male,Bachelor's,Data Analyst,4,54169
31,Female,Master's,Senior Manager,20,172426
52,Female,PhD,Data Analyst,21,180275
26,Male,Master's,Senior Manager,14,131261
40,Male,Master's,Software Engineer,7,85127
36,Male,Bachelor's,Software Engineer,23,187634
46,Female,Master's,Software Engineer,16,137377
43,Male,PhD,Director,20,165833
35,Female,Master's,Sales Associate,0,20000
26,Male,Master's,Data Analyst,11,106141
27,Female,Master's,Senior Manager,22,179364
48,Male,Master's,Software Engineer,8,90445
41,Female,PhD,Data Analyst,18,162025
52,Male,Bachelor's,Software Engineer,16,139336
57,Female,Master's,Senior Manager,4,62815
48,Male,PhD,Data Analyst,19,160423
57,Male,Bachelor's,Senior Manager,3,46741
23,Male,Master's,Data Analyst,18,153152
42,Female,Master's,Sales Associate,25,190602
32,Female,Bachelor's,Software Engineer,24,192916
29,Female,Bachelor's,Sales Associate,20,164374
33,Male,Master's,Senior Manager,13,116129
53,Male,PhD,Software Engineer,17,149538
46,Female,Master's,Software Engineer,18,158017
52,Female,Master's,Director,0,28833
41,Male,Master's,Software Engineer,3,48111
32,Female,Bachelor's,Sales Associate,15,135451
40,Female,Master's,Data Analyst,0,32519
30,Female,Bachelor's,Director,23,190154
60,Female,Bachelor's,Software Engineer,12,112073
51,Female,PhD,Director,6,86558
24,Female,Bachelor's,Senior Manager,10,108431
60,Female,Bachelor's,Data Analyst,21,173144
28,Female,PhD,Sales Associate,23,186991
47,Male,PhD,Director,3,57082
36,Female,Bachelor's,Software Engineer,19,167190
43,Male,Master's,Software Engineer,14,135506
49,Male,PhD,Sales Associate,15,139316
33,Female,Bachelor's,Sales Associate,19,156511
26,Male,Master's,Software Engineer,6,66213
47,Male,Bachelor's,Software Engineer,13,124126
23,Male,Bachelor's,Director,8,93544
31,Female,Master's,Sales Associate,2,55242
22,Female,PhD,Software Engineer,3,51803
50,Male,Bachelor's,Software Engineer,3,51866
56,Female,Bachelor's,Software Engineer,15,138191
34,Female,Bachelor's,Senior Manager,3,44920
34,Male,PhD,Data Analyst,14,128468
26,Male,Master's,Data Analyst,15,130581
24,Female,Bachelor's,Director,23,184977
31,Female,Bachelor's,Software Engineer,16,142490
55,Female,Bachelor's,Sales Associate,25,198894
45,Male,Bachelor's,Director,1,35084
22,Male,Bachelor's,Senior Manager,18,150643
45,Female,Bachelor's,Senior Manager,1,35503
24,Female,Bachelor's,Data Analyst,18,162518
38,Male,Master's,Sales Associate,10,103244
58,Female,Bachelor's,Software Engineer,15,144682
46,Female,PhD,Data Analyst,8,87886
45,Male,Bachelor's,Director,4,51611
48,Female,PhD,Data Analyst,18,159824
27,Female,Master's,Senior Manager,23,186350
26,Female,Bachelor's,Senior Manager,5,71880
36,Female,Bachelor's,Director,23,180690
29,Male,Master's,Sales Associate,4,56336
23,Female,Master's,Director,18,158388
35,Male,Master's,Senior Manager,24,188846
41,Male,Bachelor's,Sales Associate,4,49396
24,Male,PhD,Director,11,106920
59,Male,PhD,Senior Manager,8,90318
51,Female,Bachelor's,Software Engineer,10,98449
50,Female,Bachelor's,Director,19,162121
55,Male,PhD,Data Analyst,17,153789
44,Male,Bachelor's,Data Analyst,24,195008
39,Female,PhD,Senior Manager,5,59594
40,Male,Master's,Senior Manager,14,131973
29,Female,Bachelor's,Director,11,116718
36,Male,PhD,Senior Manager,23,187296
52,Female,Bachelor's,Sales Associate,0,38057
41,Female,Master's,Data Analyst,25,193273
29,Female,Master's,Software Engineer,12,127188
55,Male,Bachelor's,Senior Manager,16,141636
47,Male,Bachelor's,Software Engineer,9,84024
45,Male,PhD,Sales Associate,21,185970
59,Female,Master's,Sales Associate,14,124172
57,Male,Bachelor's,Data Analyst,17,145643
28,Male,Bachelor's,Senior Manager,16,141787
50,Female,PhD,Director,9,94869
56,Male,Master's,Data Analyst,2,42731
55,Female,PhD,Data Analyst,20,173103
